filename,sen_id,goku,leftpos,rightpos,type
PN1d_00014.xml,41,,22,3,削除(助詞)
PN1d_00014.xml,41,を,23,3,挿入(助詞)
PN1d_00014.xml,41,に,8,17,置換(助詞)
PN1d_00014.xml,41,敗,13,11,語彙選択
PN1d_00014.xml,41,新装,18,6,表記
PN1d_00014.xml,41,ら,24,2,動詞
PN1d_00014.xml,41,,11,14,削除(助詞・動詞以外)
PN1d_00014.xml,41,う,20,6,挿入(助詞・動詞以外)
PN1k_00002.xml,22,,19,11,削除(助詞)
PN1k_00002.xml,22,に,20,11,挿入(助詞)
PN1k_00002.xml,22,が,10,20,置換(助詞)
PN1k_00002.xml,22,初頭,0,29,語彙選択
PN1k_00002.xml,22,ニ,8,22,表記
PN1k_00002.xml,22,た,23,8,動詞
PN1k_00002.xml,22,,18,12,削除(助詞・動詞以外)
PN1k_00002.xml,22,う,10,21,挿入(助詞・動詞以外)
PN3m_00009.xml,169,,17,4,削除(助詞)
PN3m_00009.xml,169,と,9,13,挿入(助詞)
PN3m_00009.xml,169,に,4,17,置換(助詞)
PN3m_00009.xml,169,よし,11,9,語彙選択
PN3m_00009.xml,169,,3,18,表記
PN3m_00009.xml,169,る,6,16,動詞
PN3m_00009.xml,169,,2,19,削除(助詞・動詞以外)
PN3m_00009.xml,169,い,20,2,挿入(助詞・動詞以外)
PN5a_00027.xml,210,を,4,14,削除(助詞)
PN5a_00027.xml,210,の,4,15,挿入(助詞)
PN5a_00027.xml,210,と,15,3,置換(助詞)
PN5a_00027.xml,210,間柄,0,17,語彙選択
PN5a_00027.xml,210,間,0,18,表記
PN5a_00027.xml,210,ら,17,2,動詞
PN5a_00027.xml,210,,3,15,削除(助詞・動詞以外)
PN5a_00027.xml,210,い,7,12,挿入(助詞・動詞以外)
PN1f_00003.xml,6,,4,37,削除(助詞)
PN1f_00003.xml,6,を,36,6,挿入(助詞)
PN1f_00003.xml,6,は,30,11,置換(助詞)
PN1f_00003.xml,6,期,25,16,語彙選択
PN1f_00003.xml,6,ひ,20,21,表記
PN1f_00003.xml,6,,40,1,動詞
PN1f_00003.xml,6,,33,8,削除(助詞・動詞以外)
PN1f_00003.xml,6,お,5,37,挿入(助詞・動詞以外)
PN2l_00015.xml,214,,2,19,削除(助詞)
PN2l_00015.xml,214,が,2,20,挿入(助詞)
PN2l_00015.xml,214,を,2,19,置換(助詞)
PN2l_00015.xml,214,開演,0,20,語彙選択
PN2l_00015.xml,214,京,6,15,表記
PN2l_00015.xml,214,,2,19,削除(助詞・動詞以外)
PN2l_00015.xml,214,a,3,19,挿入(助詞・動詞以外)
PN3f_00004.xml,35,,33,6,削除(助詞)
PN3f_00004.xml,35,は,28,12,挿入(助詞)
PN3f_00004.xml,35,に,4,35,置換(助詞)
PN3f_00004.xml,35,腫,28,11,語彙選択
PN3f_00004.xml,35,要,13,26,表記
PN3f_00004.xml,35,む,37,2,動詞
PN3f_00004.xml,35,,1,38,削除(助詞・動詞以外)
PN3f_00004.xml,35,n,15,25,挿入(助詞・動詞以外)
PN3d_00006.xml,4,,12,23,削除(助詞)
PN3d_00006.xml,4,が,8,28,挿入(助詞)
PN3d_00006.xml,4,に,12,23,置換(助詞)
PN3d_00006.xml,4,かたまり,15,17,語彙選択
PN3d_00006.xml,4,ソ,0,35,表記
PN3d_00006.xml,4,,14,21,削除(助詞・動詞以外)
PN3d_00006.xml,4,い,3,33,挿入(助詞・動詞以外)
PN4e_00010.xml,42,,16,10,削除(助詞)
PN4e_00010.xml,42,が,6,21,挿入(助詞)
PN4e_00010.xml,42,と,16,10,置換(助詞)
PN4e_00010.xml,42,本,3,23,語彙選択
PN4e_00010.xml,42,ら,22,5,表記
PN4e_00010.xml,42,,21,5,動詞
PN4e_00010.xml,42,,15,11,削除(助詞・動詞以外)
PN4e_00010.xml,42,ら,22,5,挿入(助詞・動詞以外)
PN2f_00016.xml,9,,30,7,削除(助詞)
PN2f_00016.xml,9,に,33,5,挿入(助詞)
PN2f_00016.xml,9,へ,27,10,置換(助詞)
PN2f_00016.xml,9,古,26,11,語彙選択
PN2f_00016.xml,9,さ,35,3,表記
PN2f_00016.xml,9,,34,3,動詞
PN2f_00016.xml,9,,29,8,削除(助詞・動詞以外)
PN2f_00016.xml,9,さ,35,3,挿入(助詞・動詞以外)
PN1a_00005.xml,22,,7,33,削除(助詞)
PN1a_00005.xml,22,へ,33,8,挿入(助詞)
PN1a_00005.xml,22,と,32,8,置換(助詞)
PN1a_00005.xml,22,由来,8,31,語彙選択
PN1a_00005.xml,22,どう,10,30,表記
PN1a_00005.xml,22,,27,13,動詞
PN1a_00005.xml,22,,30,10,削除(助詞・動詞以外)
PN1a_00005.xml,22,ご,33,8,挿入(助詞・動詞以外)
PN1b_00018.xml,22,,33,6,削除(助詞)
PN1b_00018.xml,22,も,34,6,挿入(助詞)
PN1b_00018.xml,22,が,33,6,置換(助詞)
PN1b_00018.xml,22,かかる,34,1,語彙選択
PN1b_00018.xml,22,ポ,30,9,表記
PN1b_00018.xml,22,,37,2,動詞
PN1b_00018.xml,22,,11,28,削除(助詞・動詞以外)
PN1b_00018.xml,22,n,3,37,挿入(助詞・動詞以外)
PN3m_00002.xml,24,,29,4,削除(助詞)
PN3m_00002.xml,24,へ,19,15,挿入(助詞)
PN3m_00002.xml,24,も,23,10,置換(助詞)
PN3m_00002.xml,24,並んだ,30,1,語彙選択
PN3m_00002.xml,24,幼,19,14,表記
PN3m_00002.xml,24,,31,2,動詞
PN3m_00002.xml,24,,25,8,削除(助詞・動詞以外)
PN3m_00002.xml,24,お,28,6,挿入(助詞・動詞以外)
PN1b_00009.xml,21,,19,13,削除(助詞)
PN1b_00009.xml,21,へ,23,10,挿入(助詞)
PN1b_00009.xml,21,を,19,13,置換(助詞)
PN1b_00009.xml,21,言語,20,11,語彙選択
PN1b_00009.xml,21,る,25,8,表記
PN1b_00009.xml,21,,13,19,動詞
PN1b_00009.xml,21,,9,23,削除(助詞・動詞以外)
PN1b_00009.xml,21,ご,20,13,挿入(助詞・動詞以外)
PN2h_00009.xml,11,,8,12,削除(助詞)
PN2h_00009.xml,11,は,4,17,挿入(助詞)
PN2h_00009.xml,11,を,8,12,置換(助詞)
PN2h_00009.xml,11,少,14,6,語彙選択
PN2h_00009.xml,11,価値,16,3,表記
PN2h_00009.xml,11,,10,10,動詞
PN2h_00009.xml,11,,13,7,削除(助詞・動詞以外)
PN2h_00009.xml,11,最,13,8,挿入(助詞・動詞以外)
PN1j_00017.xml,6,,16,12,削除(助詞)
PN1j_00017.xml,6,を,17,12,挿入(助詞)
PN1j_00017.xml,6,に,7,21,置換(助詞)
PN1j_00017.xml,6,会,5,23,語彙選択
PN1j_00017.xml,6,k,9,19,表記
PN1j_00017.xml,6,,15,13,動詞
PN1j_00017.xml,6,,4,24,削除(助詞・動詞以外)
PN1j_00017.xml,6,前,12,17,挿入(助詞・動詞以外)
PN5d_00020.xml,9,,10,10,削除(助詞)
PN5d_00020.xml,9,の,2,19,挿入(助詞)
PN5d_00020.xml,9,は,6,14,置換(助詞)
PN5d_00020.xml,9,異常な,7,12,語彙選択
PN5d_00020.xml,9,る,16,5,表記
PN5d_00020.xml,9,,5,14,削除(助詞・動詞以外)
PN5d_00020.xml,9,ご,9,12,挿入(助詞・動詞以外)
PN1b_00024.xml,7,,21,7,削除(助詞)
PN1b_00024.xml,7,を,12,17,挿入(助詞)
PN1b_00024.xml,7,へ,21,7,置換(助詞)
PN1b_00024.xml,7,上,4,24,語彙選択
PN1b_00024.xml,7,壁,14,13,表記
PN1b_00024.xml,7,さ,23,6,動詞
PN1b_00024.xml,7,,18,10,削除(助詞・動詞以外)
PN1b_00024.xml,7,こと,8,21,挿入(助詞・動詞以外)
PN4d_00023.xml,286,,18,10,削除(助詞)
PN4d_00023.xml,286,を,19,10,挿入(助詞)
PN4d_00023.xml,286,を,18,10,置換(助詞)
PN4d_00023.xml,286,繁盛,19,8,語彙選択
PN4d_00023.xml,286,団,27,1,表記
PN4d_00023.xml,286,,20,8,削除(助詞・動詞以外)
PN4d_00023.xml,286,お,16,13,挿入(助詞・動詞以外)
PN1j_00006.xml,32,,1,31,削除(助詞)
PN1j_00006.xml,32,が,20,13,挿入(助詞)
PN1j_00006.xml,32,が,12,20,置換(助詞)
PN1j_00006.xml,32,黄金,23,9,語彙選択
PN1j_00006.xml,32,,15,17,表記
PN1j_00006.xml,32,ら,15,18,動詞
PN1j_00006.xml,32,,25,7,削除(助詞・動詞以外)
PN1j_00006.xml,32,ご,23,10,挿入(助詞・動詞以外)
PN3g_00023.xml,25,,4,15,削除(助詞)
PN3g_00023.xml,25,を,7,13,挿入(助詞)
PN3g_00023.xml,25,より,11,8,置換(助詞)
PN3g_00023.xml,25,フレーム,3,16,語彙選択
PN3g_00023.xml,25,治,16,3,表記
PN3g_00023.xml,25,れ,18,2,動詞
PN3g_00023.xml,25,,15,4,削除(助詞・動詞以外)
PN3g_00023.xml,25,う,19,1,挿入(助詞・動詞以外)
PN2j_00020.xml,11,,12,16,削除(助詞)
PN2j_00020.xml,11,に,20,9,挿入(助詞)
PN2j_00020.xml,11,に,7,21,置換(助詞)
PN2j_00020.xml,11,払う,20,6,語彙選択
PN2j_00020.xml,11,さ,13,14,表記
PN2j_00020.xml,11,さ,22,7,動詞
PN2j_00020.xml,11,,15,12,削除(助詞・動詞以外)
PN2j_00020.xml,11,い,28,1,挿入(助詞・動詞以外)
PN3a_00015.xml,65,,10,10,削除(助詞)
PN3a_00015.xml,65,と,15,6,挿入(助詞)
PN3a_00015.xml,65,は,14,6,置換(助詞)
PN3a_00015.xml,65,切除,12,7,語彙選択
PN3a_00015.xml,65,対照,15,4,表記
PN3a_00015.xml,65,,2,18,削除(助詞・動詞以外)
PN3a_00015.xml,65,的,14,7,挿入(助詞・動詞以外)
PN5m_00009.xml,13,,28,8,削除(助詞)
PN5m_00009.xml,13,を,15,22,挿入(助詞)
PN5m_00009.xml,13,は,15,22,置換(助詞)
PN5m_00009.xml,13,度合い,34,1,語彙選択
PN5m_00009.xml,13,fo,35,1,表記
PN5m_00009.xml,13,,32,4,動詞
PN5m_00009.xml,13,,13,22,削除(助詞・動詞以外)
PN5m_00009.xml,13,う,28,9,挿入(助詞・動詞以外)
PN1j_00019.xml,5,,36,5,削除(助詞)
PN1j_00019.xml,5,を,24,18,挿入(助詞)
PN1j_00019.xml,5,は,21,20,置換(助詞)
PN1j_00019.xml,5,実感,37,3,語彙選択
PN1j_00019.xml,5,づ,39,2,表記
PN1j_00019.xml,5,,39,2,動詞
PN1j_00019.xml,5,,7,33,削除(助詞・動詞以外)
PN1j_00019.xml,5,行き,31,11,挿入(助詞・動詞以外)
PN3m_00009.xml,175,,14,8,削除(助詞)
PN3m_00009.xml,175,も,15,8,挿入(助詞)
PN3m_00009.xml,175,に,9,13,置換(助詞)
PN3m_00009.xml,175,媒体,2,17,語彙選択
PN3m_00009.xml,175,ヂ,3,18,表記
PN3m_00009.xml,175,て,20,3,動詞
PN3m_00009.xml,175,,4,18,削除(助詞・動詞以外)
PN3m_00009.xml,175,御,2,21,挿入(助詞・動詞以外)
PN1i_00004.xml,98,,18,9,削除(助詞)
PN1i_00004.xml,98,は,23,5,挿入(助詞)
PN1i_00004.xml,98,が,5,22,置換(助詞)
PN1i_00004.xml,98,下,23,4,語彙選択
PN1i_00004.xml,98,,25,2,表記
PN1i_00004.xml,98,っ,26,2,動詞
PN1i_00004.xml,98,,7,20,削除(助詞・動詞以外)
PN1i_00004.xml,98,昼,4,24,挿入(助詞・動詞以外)
PN4i_00014.xml,17,,27,6,削除(助詞)
PN4i_00014.xml,17,を,28,6,挿入(助詞)
PN4i_00014.xml,17,へ,5,28,置換(助詞)
PN4i_00014.xml,17,内容,28,4,語彙選択
PN4i_00014.xml,17,対称,28,4,表記
PN4i_00014.xml,17,,32,1,動詞
PN4i_00014.xml,17,,24,9,削除(助詞・動詞以外)
PN4i_00014.xml,17,ごと,27,7,挿入(助詞・動詞以外)
PN2j_00013.xml,30,,3,15,削除(助詞)
PN2j_00013.xml,30,を,17,3,挿入(助詞)
PN2j_00013.xml,30,が,10,9,置換(助詞)
PN2j_00013.xml,30,点,11,8,語彙選択
PN2j_00013.xml,30,重症,6,12,表記
PN2j_00013.xml,30,,3,15,削除(助詞・動詞以外)
PN2j_00013.xml,30,い,19,1,挿入(助詞・動詞以外)
PN1k_00011.xml,6,,15,7,削除(助詞)
PN1k_00011.xml,6,へ,5,18,挿入(助詞)
PN1k_00011.xml,6,は,15,7,置換(助詞)
PN1k_00011.xml,6,柔,16,6,語彙選択
PN1k_00011.xml,6,操法,13,8,表記
PN1k_00011.xml,6,ひ,20,2,動詞
PN1k_00011.xml,6,,10,12,削除(助詞・動詞以外)
PN1k_00011.xml,6,省,6,17,挿入(助詞・動詞以外)
PN2k_00009.xml,9,,39,6,削除(助詞)
PN2k_00009.xml,9,を,26,20,挿入(助詞)
PN2k_00009.xml,9,と,25,20,置換(助詞)
PN2k_00009.xml,9,遭遇,40,4,語彙選択
PN2k_00009.xml,9,r,44,1,表記
PN2k_00009.xml,9,,44,1,動詞
PN2k_00009.xml,9,,6,38,削除(助詞・動詞以外)
PN2k_00009.xml,9,たち,18,28,挿入(助詞・動詞以外)
PN5j_00013.xml,71,,2,27,削除(助詞)
PN5j_00013.xml,71,を,22,8,挿入(助詞)
PN5j_00013.xml,71,に,2,27,置換(助詞)
PN5j_00013.xml,71,後先,14,14,語彙選択
PN5j_00013.xml,71,華麗,6,22,表記
PN5j_00013.xml,71,こ,26,4,動詞
PN5j_00013.xml,71,,3,25,削除(助詞・動詞以外)
PN5j_00013.xml,71,性,21,9,挿入(助詞・動詞以外)
PN2m_00001.xml,4,,32,3,削除(助詞)
PN2m_00001.xml,4,を,13,23,挿入(助詞)
PN2m_00001.xml,4,は,32,3,置換(助詞)
PN2m_00001.xml,4,予防,13,21,語彙選択
PN2m_00001.xml,4,し,16,20,表記
PN2m_00001.xml,4,す,16,20,動詞
PN2m_00001.xml,4,,3,32,削除(助詞・動詞以外)
PN2m_00001.xml,4,ごと,4,32,挿入(助詞・動詞以外)
PN5d_00005.xml,9,,21,7,削除(助詞)
PN5d_00005.xml,9,へ,11,18,挿入(助詞)
PN5d_00005.xml,9,と,21,7,置換(助詞)
PN5d_00005.xml,9,ゆるや,16,12,語彙選択
PN5d_00005.xml,9,っ,25,4,表記
PN5d_00005.xml,9,,26,2,動詞
PN5d_00005.xml,9,,18,10,削除(助詞・動詞以外)
PN5d_00005.xml,9,各,19,10,挿入(助詞・動詞以外)
PN5i_00020.xml,17,,41,5,削除(助詞)
PN5i_00020.xml,17,を,42,5,挿入(助詞)
PN5i_00020.xml,17,の,37,9,置換(助詞)
PN5i_00020.xml,17,降下,29,16,語彙選択
PN5i_00020.xml,17,堕,7,39,表記
PN5i_00020.xml,17,ら,44,3,動詞
PN5i_00020.xml,17,,26,19,削除(助詞・動詞以外)
PN5i_00020.xml,17,小,11,36,挿入(助詞・動詞以外)
PN2o_00004.xml,20,,5,13,削除(助詞)
PN2o_00004.xml,20,は,16,3,挿入(助詞)
PN2o_00004.xml,20,の,15,3,置換(助詞)
PN2o_00004.xml,20,在,1,17,語彙選択
PN2o_00004.xml,20,う,18,1,表記
PN2o_00004.xml,20,ら,17,2,動詞
PN2o_00004.xml,20,,11,7,削除(助詞・動詞以外)
PN2o_00004.xml,20,ご,8,11,挿入(助詞・動詞以外)
PN5l_00012.xml,7,,20,15,削除(助詞)
PN5l_00012.xml,7,が,15,21,挿入(助詞)
PN5l_00012.xml,7,に,4,31,置換(助詞)
PN5l_00012.xml,7,非,8,27,語彙選択
PN5l_00012.xml,7,た,26,10,表記
PN5l_00012.xml,7,r,34,1,動詞
PN5l_00012.xml,7,,23,12,削除(助詞・動詞以外)
PN5l_00012.xml,7,たち,20,16,挿入(助詞・動詞以外)
PN1j_00017.xml,44,,30,4,削除(助詞)
PN1j_00017.xml,44,は,26,9,挿入(助詞)
PN1j_00017.xml,44,を,30,4,置換(助詞)
PN1j_00017.xml,44,木,31,3,語彙選択
PN1j_00017.xml,44,ず,32,2,表記
PN1j_00017.xml,44,ず,32,2,動詞
PN1j_00017.xml,44,,28,5,削除(助詞・動詞以外)
PN1j_00017.xml,44,さら,30,5,挿入(助詞・動詞以外)
PN3c_00016.xml,18,,19,11,削除(助詞)
PN3c_00016.xml,18,と,20,11,挿入(助詞)
PN3c_00016.xml,18,と,22,8,置換(助詞)
PN3c_00016.xml,18,地点,17,12,語彙選択
PN3c_00016.xml,18,わ,4,26,表記
PN3c_00016.xml,18,r,24,6,動詞
PN3c_00016.xml,18,,4,26,削除(助詞・動詞以外)
PN3c_00016.xml,18,あ,30,1,挿入(助詞・動詞以外)
PN5d_00018.xml,97,,29,8,削除(助詞)
PN5d_00018.xml,97,へ,10,28,挿入(助詞)
PN5d_00018.xml,97,に,9,28,置換(助詞)
PN5d_00018.xml,97,小包,27,9,語彙選択
PN5d_00018.xml,97,ど,23,14,表記
PN5d_00018.xml,97,ら,14,24,動詞
PN5d_00018.xml,97,,27,9,削除(助詞・動詞以外)
PN5d_00018.xml,97,たち,37,1,挿入(助詞・動詞以外)
PN5f_00026.xml,30,,5,28,削除(助詞)
PN5f_00026.xml,30,を,9,25,挿入(助詞)
PN5f_00026.xml,30,と,5,28,置換(助詞)
PN5f_00026.xml,30,請負,23,9,語彙選択
PN5f_00026.xml,30,以前,19,13,表記
PN5f_00026.xml,30,ら,32,2,動詞
PN5f_00026.xml,30,,23,9,削除(助詞・動詞以外)
PN5f_00026.xml,30,もう,21,13,挿入(助詞・動詞以外)
PN3a_00025.xml,27,,10,11,削除(助詞)
PN3a_00025.xml,27,を,3,19,挿入(助詞)
PN3a_00025.xml,27,に,10,11,置換(助詞)
PN3a_00025.xml,27,的確,0,20,語彙選択
PN3a_00025.xml,27,つ,16,5,表記
PN3a_00025.xml,27,,15,6,動詞
PN3a_00025.xml,27,,8,12,削除(助詞・動詞以外)
PN3a_00025.xml,27,お,3,19,挿入(助詞・動詞以外)
PN1b_00018.xml,46,,17,11,削除(助詞)
PN1b_00018.xml,46,が,4,25,挿入(助詞)
PN1b_00018.xml,46,で,2,26,置換(助詞)
PN1b_00018.xml,46,ゾーン,0,27,語彙選択
PN1b_00018.xml,46,肥え,3,25,表記
PN1b_00018.xml,46,け,12,17,動詞
PN1b_00018.xml,46,,13,15,削除(助詞・動詞以外)
PN1b_00018.xml,46,く,24,5,挿入(助詞・動詞以外)
PN4l_00003.xml,40,,3,30,削除(助詞)
PN4l_00003.xml,40,と,9,25,挿入(助詞)
PN4l_00003.xml,40,が,3,30,置換(助詞)
PN4l_00003.xml,40,直近,0,31,語彙選択
PN4l_00003.xml,40,ha,3,30,表記
PN4l_00003.xml,40,,15,18,動詞
PN4l_00003.xml,40,,2,31,削除(助詞・動詞以外)
PN4l_00003.xml,40,か,0,34,挿入(助詞・動詞以外)
PN5c_00002.xml,4,,12,33,削除(助詞)
PN5c_00002.xml,4,な,30,16,挿入(助詞)
PN5c_00002.xml,4,を,40,5,置換(助詞)
PN5c_00002.xml,4,多彩,0,42,語彙選択
PN5c_00002.xml,4,にんぎょ,26,18,表記
PN5c_00002.xml,4,u,45,1,動詞
PN5c_00002.xml,4,,9,36,削除(助詞・動詞以外)
PN5c_00002.xml,4,お,5,41,挿入(助詞・動詞以外)
PN5e_00025.xml,60,,26,8,削除(助詞)
PN5e_00025.xml,60,が,10,25,挿入(助詞)
PN5e_00025.xml,60,が,9,25,置換(助詞)
PN5e_00025.xml,60,念頭,27,6,語彙選択
PN5e_00025.xml,60,見当,27,6,表記
PN5e_00025.xml,60,し,30,5,動詞
PN5e_00025.xml,60,,27,7,削除(助詞・動詞以外)
PN5e_00025.xml,60,中,29,6,挿入(助詞・動詞以外)
PN3b_00014.xml,6,,34,4,削除(助詞)
PN3b_00014.xml,6,を,35,4,挿入(助詞)
PN3b_00014.xml,6,を,34,4,置換(助詞)
PN3b_00014.xml,6,面構え,32,5,語彙選択
PN3b_00014.xml,6,de,34,4,表記
PN3b_00014.xml,6,,13,25,動詞
PN3b_00014.xml,6,,27,11,削除(助詞・動詞以外)
PN3b_00014.xml,6,ん,29,10,挿入(助詞・動詞以外)
PN3e_00012.xml,158,,2,21,削除(助詞)
PN3e_00012.xml,158,で,3,21,挿入(助詞)
PN3e_00012.xml,158,が,2,21,置換(助詞)
PN3e_00012.xml,158,道路,14,7,語彙選択
PN3e_00012.xml,158,性差,0,22,表記
PN3e_00012.xml,158,,5,18,動詞
PN3e_00012.xml,158,,15,8,削除(助詞・動詞以外)
PN3e_00012.xml,158,お,0,24,挿入(助詞・動詞以外)
PN3j_00014.xml,67,,4,17,削除(助詞)
PN3j_00014.xml,67,で,4,18,挿入(助詞)
PN3j_00014.xml,67,で,4,17,置換(助詞)
PN3j_00014.xml,67,拷,16,5,語彙選択
PN3j_00014.xml,67,れんこ,10,10,表記
PN3j_00014.xml,67,し,18,2,動詞
PN3j_00014.xml,67,,1,20,削除(助詞・動詞以外)
PN3j_00014.xml,67,く,16,6,挿入(助詞・動詞以外)
PN1k_00010.xml,151,,15,10,削除(助詞)
PN1k_00010.xml,151,で,15,11,挿入(助詞)
PN1k_00010.xml,151,が,4,21,置換(助詞)
PN1k_00010.xml,151,今年,5,18,語彙選択
PN1k_00010.xml,151,大作,2,22,表記
PN1k_00010.xml,151,,1,24,削除(助詞・動詞以外)
PN1k_00010.xml,151,今,5,21,挿入(助詞・動詞以外)
PN3h_00015.xml,12,,6,34,削除(助詞)
PN3h_00015.xml,12,で,4,37,挿入(助詞)
PN3h_00015.xml,12,で,3,37,置換(助詞)
PN3h_00015.xml,12,比較,4,35,語彙選択
PN3h_00015.xml,12,新章,10,29,表記
PN3h_00015.xml,12,,8,32,動詞
PN3h_00015.xml,12,,12,28,削除(助詞・動詞以外)
PN3h_00015.xml,12,お,18,23,挿入(助詞・動詞以外)
PN5h_00005.xml,5,,28,8,削除(助詞)
PN5h_00005.xml,5,は,29,8,挿入(助詞)
PN5h_00005.xml,5,で,31,5,置換(助詞)
PN5h_00005.xml,5,送,33,3,語彙選択
PN5h_00005.xml,5,覇権,32,3,表記
PN5h_00005.xml,5,なる,34,1,動詞
PN5h_00005.xml,5,,30,6,削除(助詞・動詞以外)
PN5h_00005.xml,5,た,2,35,挿入(助詞・動詞以外)
PN3i_00020.xml,25,,8,23,削除(助詞)
PN3i_00020.xml,25,で,9,23,挿入(助詞)
PN3i_00020.xml,25,は,22,9,置換(助詞)
PN3i_00020.xml,25,共同団体,14,15,語彙選択
PN3i_00020.xml,25,校長,24,6,表記
PN3i_00020.xml,25,,12,19,動詞
PN3i_00020.xml,25,,14,15,削除(助詞・動詞以外)
PN3i_00020.xml,25,い,4,28,挿入(助詞・動詞以外)
PN2f_00015.xml,15,,31,9,削除(助詞)
PN2f_00015.xml,15,に,18,23,挿入(助詞)
PN2f_00015.xml,15,で,17,23,置換(助詞)
PN2f_00015.xml,15,夜通し,9,30,語彙選択
PN2f_00015.xml,15,舞台,21,18,表記
PN2f_00015.xml,15,ん,36,5,動詞
PN2f_00015.xml,15,,3,37,削除(助詞・動詞以外)
PN2f_00015.xml,15,お,21,20,挿入(助詞・動詞以外)
PN1l_00005.xml,7,,12,29,削除(助詞)
PN1l_00005.xml,7,が,17,25,挿入(助詞)
PN1l_00005.xml,7,で,12,29,置換(助詞)
PN1l_00005.xml,7,中身,38,2,語彙選択
PN1l_00005.xml,7,がは,21,19,表記
PN1l_00005.xml,7,bi,20,22,動詞
PN1l_00005.xml,7,,28,13,削除(助詞・動詞以外)
PN1l_00005.xml,7,さ,12,30,挿入(助詞・動詞以外)
PN1o_00006.xml,52,,2,20,削除(助詞)
PN1o_00006.xml,52,の,2,21,挿入(助詞)
PN1o_00006.xml,52,が,13,9,置換(助詞)
PN1o_00006.xml,52,自負,14,7,語彙選択
PN1o_00006.xml,52,wo,16,6,表記
PN1o_00006.xml,52,,5,17,動詞
PN1o_00006.xml,52,,6,16,削除(助詞・動詞以外)
PN1o_00006.xml,52,お,14,9,挿入(助詞・動詞以外)
PN5h_00022.xml,34,,4,15,削除(助詞)
PN5h_00022.xml,34,が,2,18,挿入(助詞)
PN5h_00022.xml,34,で,4,15,置換(助詞)
PN5h_00022.xml,34,希望,10,8,語彙選択
PN5h_00022.xml,34,ロボッ,5,11,表記
PN5h_00022.xml,34,なる,12,6,動詞
PN5h_00022.xml,34,,10,9,削除(助詞・動詞以外)
PN5h_00022.xml,34,類,2,18,挿入(助詞・動詞以外)
PN3l_00012.xml,4,,18,21,削除(助詞)
